NAME,GEO_ID_local,Total Population,Income to Poverty Level: Under 0.50,Income to Poverty Level: 0.50 to 0.99,Income to Poverty Level: 1.00 to 1.24,Income to Poverty Level: 1.25 to 1.49,Total Male 75 to 79 years,Total Male 80 to 84 years,Total Male 85 and older,Total Female 75 to 79 years,Total Female 80 to 84 years,Total Female 85 and older,Total Not Hispanic or Latino,Total Not Hispanic or Latino White alone,Total Hispanic or Latino,Total Hispanic or Latino White alone,"Estimate!!Total:!!5 to 17 years:!!Speak Spanish:!!Speak English ""not well""","Estimate!!Total:!!5 to 17 years:!!Speak Spanish:!!Speak English ""not at all""","Estimate!!Total:!!5 to 17 years:!!Speak other Indo-European languages:!!Speak English ""not well""","Estimate!!Total:!!5 to 17 years:!!Speak other Indo-European languages:!!Speak English ""not at all""","Estimate!!Total:!!5 to 17 years:!!Speak Asian and Pacific Island languages:!!Speak English ""not well""","Estimate!!Total:!!5 to 17 years:!!Speak Asian and Pacific Island languages:!!Speak English ""not at all""","Estimate!!Total:!!5 to 17 years:!!Speak other languages:!!Speak English ""not well""","Estimate!!Total:!!5 to 17 years:!!Speak other languages:!!Speak English ""not at all""","Estimate!!Total:!!18 to 64 years:!!Speak Spanish:!!Speak English ""not well""","Estimate!!Total:!!18 to 64 years:!!Speak Spanish:!!Speak English ""not at all""","Estimate!!Total:!!18 to 64 years:!!Speak other Indo-European languages:!!Speak English ""not well""","Estimate!!Total:!!18 to 64 years:!!Speak other Indo-European languages:!!Speak English ""not at all""","Estimate!!Total:!!18 to 64 years:!!Speak Asian and Pacific Island languages:!!Speak English ""not well""","Estimate!!Total:!!18 to 64 years:!!Speak Asian and Pacific Island languages:!!Speak English ""not at all""","Estimate!!Total:!!18 to 64 years:!!Speak other languages:!!Speak English ""not well""","Estimate!!Total:!!18 to 64 years:!!Speak other languages:!!Speak English ""not at all""","Estimate!!Total:!!65 years and over:!!Speak Spanish:!!Speak English ""not well""","Estimate!!Total:!!65 years and over:!!Speak Spanish:!!Speak English ""not at all""","Estimate!!Total:!!65 years and over:!!Speak other Indo-European languages:!!Speak English ""not well""","Estimate!!Total:!!65 years and over:!!Speak other Indo-European languages:!!Speak English ""not at all""","Estimate!!Total:!!65 years and over:!!Speak Asian and Pacific Island languages:!!Speak English ""not well""","Estimate!!Total:!!65 years and over:!!Speak Asian and Pacific Island languages:!!Speak English ""not at all""","Estimate!!Total:!!65 years and over:!!Speak other languages:!!Speak English ""not well""","Estimate!!Total:!!65 years and over:!!Speak other languages:!!Speak English ""not at all""",state,county,tract,block group,poverty_ratio_sum,over_75_sum,total_minority_non_hispanic,total_minority_hispanic,total_minority,do_not_speak_english_very_well,countytract,Percent with a disability,Residents with a disability,poverty_ratio_sum_share_local,over_75_sum_share_local,total_minority_share_local,Total Hispanic or Latino_share_local,do_not_speak_english_very_well_share_local,Residents with a disability_share_local,GEOID,RN_Name,in_RN,GEO_ID_regional,poverty_ratio_sum_share_regional,over_75_sum_share_regional,total_minority_share_regional,Total Hispanic or Latino_share_regional,do_not_speak_english_very_well_share_regional,Residents with a disability_share_regional
"Block Group 1, Census Tract 1009.02, Chesterfield County, Virginia",510411009021,1126,16,8,0,0,9,0,5,35,0,27,1094,1033,32,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,51,41,100902,1,24,76,61,15,76,9,41.100902,8.658327201373558,97.0,0.021314387211367674,0.0674955595026643,0.0674955595026643,0.028419182948490232,0.007992895204262877,0.08614564831261101,510411009021,Tri-Cities Region,1,511773517141.1694,0.17352138459796138,0.06445810076327244,0.4132731593385916,0.09035718062292221,0.021728666155173885,0.13744641214727657
"Block Group 2, Census Tract 1009.02, Chesterfield County, Virginia",510411009022,2140,0,0,0,0,18,48,6,28,36,39,2138,2001,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,41,100902,2,0,175,137,0,137,0,41.100902,8.658327201373558,185.0,0.0,0.08177570093457943,0.06401869158878505,0.0009345794392523365,0.0,0.08644859813084112,510411009022,Tri-Cities Region,1,511773517141.1694,0.17352138459796138,0.06445810076327244,0.4132731593385916,0.09035718062292221,0.021728666155173885,0.13744641214727657
"Block Group 3, Census Tract 1009.02, Chesterfield County, Virginia",510411009023,811,0,2,0,28,0,4,14,11,13,21,745,402,66,31,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,51,41,100902,3,30,63,343,35,378,28,41.100902,8.658327201373558,70.0,0.036991368680641186,0.07768187422934648,0.46609124537607893,0.08138101109741061,0.0345252774352651,0.08631319358816276,510411009023,Tri-Cities Region,1,511773517141.1694,0.17352138459796138,0.06445810076327244,0.4132731593385916,0.09035718062292221,0.021728666155173885,0.13744641214727657
"Block Group 1, Census Tract 1009.07, Chesterfield County, Virginia",510411009071,1228,223,14,9,42,34,13,0,16,32,0,677,515,551,256,0,0,0,0,0,0,0,0,77,33,0,0,5,0,0,0,0,0,0,0,13,0,0,0,51,41,100907,1,288,95,162,295,457,128,41.100907,22.977219167321287,282.0,0.23452768729641693,0.07736156351791532,0.3721498371335505,0.44869706840390877,0.10423452768729642,0.2296416938110749,510411009071,Tri-Cities Region,1,511773517141.1694,0.17352138459796138,0.06445810076327244,0.4132731593385916,0.09035718062292221,0.021728666155173885,0.13744641214727657
"Block Group 2, Census Tract 1009.07, Chesterfield County, Virginia",510411009072,1318,19,16,11,16,6,30,161,40,35,130,1270,960,48,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,51,41,100907,2,62,402,310,48,358,5,41.100907,22.977219167321287,303.0,0.04704097116843703,0.30500758725341426,0.2716236722306525,0.036418816388467376,0.0037936267071320183,0.2298937784522003,510411009072,Tri-Cities Region,1,511773517141.1694,0.17352138459796138,0.06445810076327244,0.4132731593385916,0.09035718062292221,0.021728666155173885,0.13744641214727657
"Block Group 1, Census Tract 1009.10, Chesterfield County, Virginia",510411009101,992,58,0,0,0,0,0,0,0,0,0,928,461,64,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,41,100910,1,58,0,467,64,531,28,41.100910,14.530524812566942,144.0,0.05846774193548387,0.0,0.5352822580645161,0.06451612903225806,0.028225806451612902,0.14516129032258066,510411009101,Tri-Cities Region,1,511773517141.1694,0.17352138459796138,0.06445810076327244,0.4132731593385916,0.09035718062292221,0.021728666155173885,0.13744641214727657
"Block Group 2, Census Tract 1009.10, Chesterfield County, Virginia",510411009102,1793,8,0,0,3,11,0,0,0,0,57,1659,854,134,68,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,41,100910,2,11,68,805,66,871,5,41.100910,14.530524812566942,261.0,0.006134969325153374,0.03792526491912995,0.4857780256553263,0.0747350808700502,0.002788622420524261,0.14556609035136642,510411009102,Tri-Cities Region,1,511773517141.1694,0.17352138459796138,0.06445810076327244,0.4132731593385916,0.09035718062292221,0.021728666155173885,0.13744641214727657
"Block Group 3, Census Tract 1009.10, Chesterfield County, Virginia",510411009103,1797,56,37,10,0,59,7,0,82,0,0,1708,1228,89,56,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,51,41,100910,3,103,148,480,33,513,9,41.100910,14.530524812566942,261.0,0.057317751808569836,0.08235948803561491,0.2854757929883139,0.04952698942682248,0.005008347245409015,0.14524207011686144,510411009103,Tri-Cities Region,1,511773517141.1694,0.17352138459796138,0.06445810076327244,0.4132731593385916,0.09035718062292221,0.021728666155173885,0.13744641214727657
"Block Group 4, Census Tract 1009.10, Chesterfield County, Virginia",510411009104,1020,0,15,80,162,0,12,0,28,12,0,953,910,67,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,41,100910,4,257,52,43,21,64,0,41.100910,14.530524812566942,148.0,0.2519607843137255,0.050980392156862744,0.06274509803921569,0.06568627450980392,0.0,0.1450980392156863,510411009104,Tri-Cities Region,1,511773517141.1694,0.17352138459796138,0.06445810076327244,0.4132731593385916,0.09035718062292221,0.021728666155173885,0.13744641214727657
"Block Group 1, Census Tract 1009.12, Chesterfield County, Virginia",510411009121,2570,83,0,0,0,48,37,13,74,52,0,2256,2137,314,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,51,41,100912,1,83,224,119,53,172,22,41.100912,10.385028378585673,267.0,0.03229571984435798,0.08715953307392996,0.0669260700389105,0.12217898832684825,0.008560311284046693,0.1038910505836576,510411009121,Tri-Cities Region,1,511773517141.1694,0.17352138459796138,0.06445810076327244,0.4132731593385916,0.09035718062292221,0.021728666155173885,0.13744641214727657
"Block Group 2, Census Tract 1009.12, Chesterfield County, Virginia",510411009122,1590,16,0,0,0,70,9,0,56,0,0,1418,1320,172,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,41,100912,2,16,135,98,154,252,0,41.100912,10.385028378585673,165.0,0.010062893081761006,0.08490566037735849,0.15849056603773584,0.10817610062893082,0.0,0.10377358490566038,510411009122,Tri-Cities Region,1,511773517141.1694,0.17352138459796138,0.06445810076327244,0.4132731593385916,0.09035718062292221,0.021728666155173885,0.13744641214727657
"Block Group 3, Census Tract 1009.12, Chesterfield County, Virginia",510411009123,1570,45,46,60,0,0,19,0,68,14,0,1530,1154,40,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,41,100912,3,151,101,376,27,403,0,41.100912,10.385028378585673,163.0,0.09617834394904459,0.0643312101910828,0.256687898089172,0.025477707006369428,0.0,0.10382165605095542,510411009123,Tri-Cities Region,1,511773517141.1694,0.17352138459796138,0.06445810076327244,0.4132731593385916,0.09035718062292221,0.021728666155173885,0.13744641214727657
"Block Group 4, Census Tract 1009.12, Chesterfield County, Virginia",510411009124,789,0,0,0,0,30,0,0,0,17,0,732,707,57,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,51,41,100912,4,0,47,25,0,25,25,41.100912,10.385028378585673,82.0,0.0,0.059569074778200254,0.031685678073510776,0.07224334600760456,0.031685678073510776,0.10392902408111533,510411009124,Tri-Cities Region,1,511773517141.1694,0.17352138459796138,0.06445810076327244,0.4132731593385916,0.09035718062292221,0.021728666155173885,0.13744641214727657
"Block Group 1, Census Tract 1009.15, Chesterfield County, Virginia",510411009151,1778,111,30,34,145,15,0,9,9,8,8,1451,1120,327,233,0,0,0,0,0,0,0,0,80,78,19,0,10,0,0,0,0,0,0,0,9,0,0,0,51,41,100915,1,320,49,331,94,425,196,41.100915,13.832709113607992,246.0,0.17997750281214847,0.027559055118110236,0.2390326209223847,0.18391451068616424,0.11023622047244094,0.13835770528683913,510411009151,Tri-Cities Region,1,511773517141.1694,0.17352138459796138,0.06445810076327244,0.4132731593385916,0.09035718062292221,0.021728666155173885,0.13744641214727657
"Block Group 2, Census Tract 1009.15, Chesterfield County, Virginia",510411009152,2227,48,4,72,16,48,23,41,52,34,90,2141,1832,86,18,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,41,100915,2,140,288,309,68,377,6,41.100915,13.832709113607992,308.0,0.06286484059272564,0.1293219577907499,0.1692860350246969,0.038616973506960035,0.002694207453973956,0.1383026493039964,510411009152,Tri-Cities Region,1,511773517141.1694,0.17352138459796138,0.06445810076327244,0.4132731593385916,0.09035718062292221,0.021728666155173885,0.13744641214727657
"Block Group 1, Census Tract 1009.19, Chesterfield County, Virginia",510411009191,2953,30,128,32,0,27,15,19,28,0,15,2686,1994,267,141,0,0,0,0,0,0,0,0,28,1,0,0,0,0,0,0,36,0,0,0,23,0,0,0,51,41,100919,1,190,104,692,126,818,88,41.100919,15.43154761904762,456.0,0.06434134778191669,0.03521842194378598,0.2770064341347782,0.09041652556721978,0.029800203183203523,0.15441923467660007,510411009191,Tri-Cities Region,1,511773517141.1694,0.17352138459796138,0.06445810076327244,0.4132731593385916,0.09035718062292221,0.021728666155173885,0.13744641214727657
"Block Group 2, Census Tract 1009.19, Chesterfield County, Virginia",510411009192,1061,16,0,55,49,0,0,0,0,28,0,1035,753,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,41,100919,2,120,28,282,0,282,0,41.100919,15.43154761904762,164.0,0.11310084825636192,0.02639019792648445,0.26578699340245054,0.024505183788878417,0.0,0.15457115928369464,510411009192,Tri-Cities Region,1,511773517141.1694,0.17352138459796138,0.06445810076327244,0.4132731593385916,0.09035718062292221,0.021728666155173885,0.13744641214727657
"Block Group 3, Census Tract 1009.19, Chesterfield County, Virginia",510411009193,2706,327,43,134,14,11,28,95,45,14,0,2653,1561,53,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,41,100919,3,518,193,1092,53,1145,19,41.100919,15.43154761904762,418.0,0.19142645971914266,0.0713229859571323,0.4231337767923134,0.01958610495195861,0.007021433850702144,0.15447154471544716,510411009193,Tri-Cities Region,1,511773517141.1694,0.17352138459796138,0.06445810076327244,0.4132731593385916,0.09035718062292221,0.021728666155173885,0.13744641214727657
"Block Group 1, Census Tract 1009.20, Chesterfield County, Virginia",510411009201,1599,50,34,16,118,11,10,12,13,5,20,1521,803,78,9,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,7,0,0,0,0,0,0,0,51,41,100920,1,218,71,718,69,787,77,41.100920,8.380237648530331,134.0,0.13633520950594122,0.04440275171982489,0.49218261413383363,0.04878048780487805,0.04815509693558474,0.08380237648530331,510411009201,Tri-Cities Region,1,511773517141.1694,0.17352138459796138,0.06445810076327244,0.4132731593385916,0.09035718062292221,0.021728666155173885,0.13744641214727657
"Block Group 1, Census Tract 1009.21, Chesterfield County, Virginia",510411009211,1521,12,71,66,55,14,8,0,14,8,26,1413,957,108,108,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,41,100921,1,204,70,456,0,456,28,41.100921,4.807692307692308,73.0,0.1341222879684418,0.04602235371466141,0.29980276134122286,0.07100591715976332,0.018408941485864562,0.04799474030243261,510411009211,Tri-Cities Region,1,511773517141.1694,0.17352138459796138,0.06445810076327244,0.4132731593385916,0.09035718062292221,0.021728666155173885,0.13744641214727657
"Block Group 2, Census Tract 1009.21, Chesterfield County, Virginia",510411009212,1296,9,0,0,17,9,11,11,24,36,24,1286,1096,10,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,51,41,100921,2,26,115,190,10,200,31,41.100921,4.807692307692308,62.0,0.020061728395061727,0.08873456790123457,0.15432098765432098,0.007716049382716049,0.023919753086419752,0.047839506172839504,510411009212,Tri-Cities Region,1,511773517141.1694,0.17352138459796138,0.06445810076327244,0.4132731593385916,0.09035718062292221,0.021728666155173885,0.13744641214727657
"Block Group 3, Census Tract 1009.21, Chesterfield County, Virginia",510411009213,1523,103,0,0,103,0,0,0,12,0,12,1217,991,306,0,0,0,0,0,0,0,0,0,38,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,41,100921,3,206,24,226,306,532,49,41.100921,4.807692307692308,73.0,0.13525935653315824,0.015758371634931056,0.34931057124097176,0.20091923834537098,0.03217334208798424,0.0479317137229153,510411009213,Tri-Cities Region,1,511773517141.1694,0.17352138459796138,0.06445810076327244,0.4132731593385916,0.09035718062292221,0.021728666155173885,0.13744641214727657
"Block Group 4, Census Tract 1009.21, Chesterfield County, Virginia",510411009214,1796,95,134,0,13,17,12,0,59,0,30,1717,1097,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,51,41,100921,4,242,118,620,79,699,29,41.100921,4.807692307692308,86.0,0.13474387527839643,0.06570155902004454,0.38919821826280626,0.04398663697104677,0.016146993318485525,0.04788418708240535,510411009214,Tri-Cities Region,1,511773517141.1694,0.17352138459796138,0.06445810076327244,0.4132731593385916,0.09035718062292221,0.021728666155173885,0.13744641214727657
"Block Group 1, Census Tract 1009.22, Chesterfield County, Virginia",510411009221,1553,49,32,199,1,10,16,15,5,2,0,1451,1259,102,64,0,0,0,0,0,0,0,0,2,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,51,41,100922,1,281,48,192,38,230,20,41.100922,16.397688782626023,255.0,0.18094011590470058,0.030907920154539602,0.14810045074050227,0.06567933032839665,0.0128783000643915,0.16419832582099164,510411009221,Tri-Cities Region,1,511773517141.1694,0.17352138459796138,0.06445810076327244,0.4132731593385916,0.09035718062292221,0.021728666155173885,0.13744641214727657
"Block Group 2, Census Tract 1009.22, Chesterfield County, Virginia",510411009222,2388,37,59,57,46,22,25,6,34,12,23,2304,1268,84,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,51,41,100922,2,199,122,1036,47,1083,5,41.100922,16.397688782626023,392.0,0.08333333333333333,0.05108877721943048,0.4535175879396985,0.035175879396984924,0.0020938023450586263,0.16415410385259632,510411009222,Tri-Cities Region,1,511773517141.1694,0.17352138459796138,0.06445810076327244,0.4132731593385916,0.09035718062292221,0.021728666155173885,0.13744641214727657
"Block Group 3, Census Tract 1009.22, Chesterfield County, Virginia",510411009223,1078,17,142,0,105,6,0,0,6,0,0,849,276,229,19,0,0,0,0,0,0,0,0,10,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,51,41,100922,3,264,12,573,210,783,29,41.100922,16.397688782626023,177.0,0.24489795918367346,0.011131725417439703,0.7263450834879406,0.212430426716141,0.026901669758812616,0.16419294990723562,510411009223,Tri-Cities Region,1,511773517141.1694,0.17352138459796138,0.06445810076327244,0.4132731593385916,0.09035718062292221,0.021728666155173885,0.13744641214727657
"Block Group 1, Census Tract 1009.23, Chesterfield County, Virginia",510411009231,1853,49,14,6,106,19,0,4,13,4,17,1769,1161,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,41,100923,1,175,57,608,84,692,0,41.100923,9.100067159167226,169.0,0.09444144630329196,0.03076092822450081,0.3734484619535888,0.04533189422558014,0.0,0.09120345385860766,510411009231,Tri-Cities Region,1,511773517141.1694,0.17352138459796138,0.06445810076327244,0.4132731593385916,0.09035718062292221,0.021728666155173885,0.13744641214727657
"Block Group 2, Census Tract 1009.23, Chesterfield County, Virginia",510411009232,1125,30,56,7,60,64,0,0,25,0,11,997,548,128,57,0,0,0,0,0,0,0,0,35,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,51,41,100923,2,153,100,449,71,520,46,41.100923,9.100067159167226,102.0,0.136,0.08888888888888889,0.4622222222222222,0.11377777777777778,0.04088888888888889,0.09066666666666667,510411009232,Tri-Cities Region,1,511773517141.1694,0.17352138459796138,0.06445810076327244,0.4132731593385916,0.09035718062292221,0.021728666155173885,0.13744641214727657
"Block Group 1, Census Tract 1009.24, Chesterfield County, Virginia",510411009241,2615,39,95,12,41,29,0,24,35,20,13,2522,1830,93,81,0,0,0,0,0,0,0,0,0,0,0,14,13,0,0,0,0,0,0,0,0,0,0,0,51,41,100924,1,187,121,692,12,704,27,41.100924,9.241567557028661,242.0,0.07151051625239006,0.04627151051625239,0.2692160611854684,0.035564053537284895,0.010325047801147227,0.09254302103250478,510411009241,Tri-Cities Region,1,511773517141.1694,0.17352138459796138,0.06445810076327244,0.4132731593385916,0.09035718062292221,0.021728666155173885,0.13744641214727657
"Block Group 2, Census Tract 1009.24, Chesterfield County, Virginia",510411009242,2514,49,0,49,16,18,17,0,19,8,17,2443,2283,71,48,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,6,0,0,0,0,0,0,51,41,100924,2,114,79,160,23,183,17,41.100924,9.241567557028661,232.0,0.045346062052505964,0.031424025457438345,0.07279236276849642,0.028241845664280032,0.006762132060461416,0.09228321400159109,510411009242,Tri-Cities Region,1,511773517141.1694,0.17352138459796138,0.06445810076327244,0.4132731593385916,0.09035718062292221,0.021728666155173885,0.13744641214727657
"Block Group 1, Census Tract 1009.26, Chesterfield County, Virginia",510411009261,1548,0,53,0,91,40,0,0,55,27,94,1548,1511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,41,100926,1,144,216,37,0,37,0,41.100926,9.206690194874941,143.0,0.09302325581395349,0.13953488372093023,0.023901808785529714,0.0,0.0,0.09237726098191215,510411009261,Tri-Cities Region,1,511773517141.1694,0.17352138459796138,0.06445810076327244,0.4132731593385916,0.09035718062292221,0.021728666155173885,0.13744641214727657
