NAME,GEO_ID,B01003_001E,C17002_002E,C17002_003E,C17002_004E,C17002_005E,B01001_023E,B01001_024E,B01001_025E,B01001_047E,B01001_048E,B01001_049E,B03002_002E,B03002_003E,B03002_012E,B03002_013E,B16004_007E,B16004_008E,B16004_012E,B16004_013E,B16004_017E,B16004_018E,B16004_022E,B16004_023E,B16004_029E,B16004_030E,B16004_034E,B16004_035E,B16004_039E,B16004_040E,B16004_044E,B16004_045E,B16004_051E,B16004_052E,B16004_056E,B16004_057E,B16004_061E,B16004_062E,B16004_066E,B16004_067E,state,county,tract,block group,poverty_ratio_sum,over_75_sum,total_minority_non_hispanic,total_minority_hispanic,total_minority,do_not_speak_english_very_well
"Block Group 1, Census Tract 901.01, Accomack County, Virginia",510010901011,895,8,25,0,62,87,0,0,9,83,0,895,887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1,90101,1,95,179,8,0,8,0
"Block Group 2, Census Tract 901.01, Accomack County, Virginia",510010901012,1002,36,0,28,11,14,0,11,51,0,20,932,875,70,70,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1,90101,2,75,96,57,0,57,21
"Block Group 1, Census Tract 901.02, Accomack County, Virginia",510010901021,794,54,0,30,122,35,13,11,13,31,10,794,783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1,90102,1,206,113,11,0,11,0
"Block Group 2, Census Tract 901.02, Accomack County, Virginia",510010901022,594,137,0,65,78,38,0,0,0,23,23,579,498,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1,90102,2,280,84,81,0,81,0
"Block Group 1, Census Tract 902.01, Accomack County, Virginia",510010902011,1167,0,178,139,0,87,0,0,74,0,0,1049,791,118,118,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,51,1,90201,1,317,161,258,0,258,19
"Block Group 2, Census Tract 902.01, Accomack County, Virginia",510010902012,1833,118,112,52,0,120,46,39,38,56,0,1800,1800,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1,90201,2,282,299,0,0,0,0
"Block Group 1, Census Tract 902.02, Accomack County, Virginia",510010902021,1174,74,406,0,48,0,0,0,0,0,0,1165,304,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1,90202,1,528,0,861,9,870,9
"Block Group 2, Census Tract 902.02, Accomack County, Virginia",510010902022,1026,31,153,0,100,37,14,8,8,4,14,949,554,77,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1,90202,2,284,85,395,0,395,0
"Block Group 3, Census Tract 902.02, Accomack County, Virginia",510010902023,784,17,56,0,0,0,0,0,0,0,93,784,622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1,90202,3,73,93,162,0,162,0
"Block Group 1, Census Tract 903, Accomack County, Virginia",510010903001,476,72,65,9,0,14,0,1,7,3,2,462,358,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1,90300,1,146,27,104,0,104,0
"Block Group 2, Census Tract 903, Accomack County, Virginia",510010903002,844,264,37,23,167,0,1,18,53,15,12,803,539,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1,90300,2,491,99,264,0,264,0
"Block Group 3, Census Tract 903, Accomack County, Virginia",510010903003,793,11,36,34,43,6,4,13,9,2,8,677,576,116,39,11,3,0,0,0,0,0,0,23,3,2,0,0,0,0,0,7,0,0,0,0,0,0,0,51,1,90300,3,124,42,101,77,178,49
"Block Group 1, Census Tract 904.01, Accomack County, Virginia",510010904011,1917,264,83,164,127,16,2,0,0,2,0,1654,763,263,259,74,0,0,0,0,0,0,0,132,128,63,52,0,0,0,0,0,0,0,0,0,0,0,0,51,1,90401,1,638,20,891,4,895,449
"Block Group 2, Census Tract 904.01, Accomack County, Virginia",510010904012,1509,11,62,40,56,58,4,0,42,0,27,1500,1069,9,9,0,0,0,0,0,0,0,0,5,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,51,1,90401,2,169,131,431,0,431,41
"Block Group 1, Census Tract 904.02, Accomack County, Virginia",510010904021,2005,54,314,126,166,4,27,30,20,20,107,1517,508,488,0,0,0,0,0,0,0,0,0,95,56,72,61,0,0,0,0,0,0,0,0,0,0,0,0,51,1,90402,1,660,208,1009,488,1497,284
"Block Group 2, Census Tract 904.02, Accomack County, Virginia",510010904022,2127,162,432,382,23,16,31,11,17,13,19,1133,637,994,469,0,0,0,0,0,0,0,0,164,155,4,2,0,0,0,0,0,0,0,0,0,0,0,0,51,1,90402,2,999,107,496,525,1021,325
"Block Group 1, Census Tract 905, Accomack County, Virginia",510010905001,455,11,110,19,6,13,0,4,0,19,14,417,376,38,38,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1,90500,1,146,50,41,0,41,2
"Block Group 2, Census Tract 905, Accomack County, Virginia",510010905002,1292,37,46,41,81,38,1,3,7,20,2,1114,595,178,119,0,0,0,0,0,0,0,0,32,7,66,19,0,0,0,0,0,0,0,0,0,0,0,0,51,1,90500,2,205,71,519,59,578,124
"Block Group 3, Census Tract 905, Accomack County, Virginia",510010905003,594,179,76,30,2,15,0,0,0,0,0,589,501,5,3,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1,90500,3,287,15,88,2,90,5
"Block Group 1, Census Tract 906, Accomack County, Virginia",510010906001,411,0,0,46,57,0,0,7,17,26,16,411,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1,90600,1,103,66,0,0,0,0
"Block Group 2, Census Tract 906, Accomack County, Virginia",510010906002,824,0,87,0,39,15,25,0,33,4,160,789,474,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1,90600,2,126,237,315,0,315,0
"Block Group 3, Census Tract 906, Accomack County, Virginia",510010906003,1214,73,169,217,4,55,5,8,41,41,23,1153,585,61,36,0,0,0,0,0,0,0,0,18,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1,90600,3,463,173,568,25,593,28
"Block Group 4, Census Tract 906, Accomack County, Virginia",510010906004,1102,15,0,76,0,15,50,0,24,47,6,986,827,116,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1,90600,4,91,142,159,48,207,0
"Block Group 1, Census Tract 907, Accomack County, Virginia",510010907001,1419,61,210,91,20,13,4,2,4,8,16,1242,1099,177,67,0,0,0,0,0,0,0,0,14,7,12,6,0,0,0,0,0,0,0,0,0,0,0,0,51,1,90700,1,382,47,143,110,253,39
"Block Group 2, Census Tract 907, Accomack County, Virginia",510010907002,517,21,64,83,47,6,4,0,41,29,4,514,372,3,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1,90700,2,215,84,142,0,142,5
"Block Group 3, Census Tract 907, Accomack County, Virginia",510010907003,519,82,19,44,5,38,0,0,10,1,3,519,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1,90700,3,150,52,306,0,306,0
"Block Group 4, Census Tract 907, Accomack County, Virginia",510010907004,1028,0,0,293,6,8,0,0,0,70,0,999,494,29,29,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1,90700,4,299,78,505,0,505,4
"Block Group 5, Census Tract 907, Accomack County, Virginia",510010907005,1591,95,141,6,110,24,45,50,56,0,0,1551,907,40,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1,90700,5,352,175,644,32,676,0
"Block Group 1, Census Tract 908, Accomack County, Virginia",510010908001,683,10,20,68,9,14,20,31,23,24,10,677,482,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1,90800,1,107,122,195,0,195,0
"Block Group 2, Census Tract 908, Accomack County, Virginia",510010908002,1554,466,191,86,184,38,11,2,31,5,4,1489,660,65,23,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1,90800,2,927,91,829,42,871,6
"Block Group 3, Census Tract 908, Accomack County, Virginia",510010908003,1221,109,29,347,16,0,1,14,26,7,4,1179,348,42,26,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1,90800,3,501,52,831,16,847,38
"Block Group 1, Census Tract 9801, Accomack County, Virginia",510019801001,24,0,0,0,0,0,0,0,0,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1,980100,1,0,0,0,0,0,0
"Block Group 1, Census Tract 9802, Accomack County, Virginia",510019802001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1,980200,1,0,0,0,0,0,0
"Block Group 0, Census Tract 9901, Accomack County, Virginia",510019901000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1,990100,0,0,0,0,0,0,0
"Block Group 0, Census Tract 9902, Accomack County, Virginia",510019902000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1,990200,0,0,0,0,0,0,0
"Block Group 1, Census Tract 101, Albemarle County, Virginia",510030101001,2101,59,16,377,37,54,56,51,49,97,16,2100,1671,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,3,10100,1,489,323,429,0,429,0
"Block Group 2, Census Tract 101, Albemarle County, Virginia",510030101002,922,14,88,18,0,18,17,0,0,0,0,910,832,12,7,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,3,10100,2,120,35,78,5,83,12
"Block Group 3, Census Tract 101, Albemarle County, Virginia",510030101003,1726,0,69,0,17,0,17,0,0,60,16,1700,1668,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,3,10100,3,86,93,32,0,32,0
"Block Group 1, Census Tract 102.01, Albemarle County, Virginia",510030102011,2218,22,11,0,0,56,11,21,10,0,9,2206,2097,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,51,3,10201,1,33,107,109,0,109,2
"Block Group 2, Census Tract 102.01, Albemarle County, Virginia",510030102012,1916,0,17,46,0,11,0,0,17,0,0,1814,1234,102,70,0,0,0,0,0,0,0,0,13,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,51,3,10201,2,63,28,580,32,612,17
"Block Group 3, Census Tract 102.01, Albemarle County, Virginia",510030102013,1577,0,194,27,0,45,20,0,19,9,0,1540,1448,37,15,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,51,3,10201,3,221,93,92,22,114,29
"Block Group 1, Census Tract 102.02, Albemarle County, Virginia",510030102021,1185,45,7,33,0,73,10,10,47,9,18,1077,934,108,12,12,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,3,10202,1,85,167,143,96,239,21
"Block Group 2, Census Tract 102.02, Albemarle County, Virginia",510030102022,1882,7,33,0,19,64,10,0,67,0,8,1840,1772,42,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,3,10202,2,59,149,68,11,79,0
"Block Group 1, Census Tract 103.01, Albemarle County, Virginia",510030103011,2217,284,93,0,0,0,0,21,0,40,28,2067,1686,150,33,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,16,0,0,51,3,10301,1,377,89,381,117,498,36
"Block Group 1, Census Tract 103.02, Albemarle County, Virginia",510030103021,1329,0,17,13,13,0,20,52,92,0,53,1208,938,121,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,3,10302,1,43,217,270,75,345,0
"Block Group 1, Census Tract 103.03, Albemarle County, Virginia",510030103031,2463,0,0,0,15,0,0,19,0,0,36,2283,2098,180,85,0,0,0,0,0,0,0,0,33,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,51,3,10303,1,15,55,185,95,280,49
"Block Group 2, Census Tract 103.03, Albemarle County, Virginia",510030103032,942,0,0,0,38,23,0,0,78,0,52,805,667,137,137,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,3,10303,2,38,153,138,0,138,70
"Block Group 3, Census Tract 103.03, Albemarle County, Virginia",510030103033,2073,51,13,0,87,25,45,0,50,18,17,1963,1465,110,45,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,34,0,0,51,3,10303,3,151,155,498,65,563,87
"Block Group 1, Census Tract 104.01, Albemarle County, Virginia",510030104011,1820,76,26,37,7,77,0,0,78,8,31,1716,1609,104,51,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,3,10401,1,146,194,107,53,160,14
"Block Group 2, Census Tract 104.01, Albemarle County, Virginia",510030104012,1245,20,57,33,11,49,0,0,17,0,0,1220,1197,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,3,10401,2,121,66,23,0,23,0
"Block Group 3, Census Tract 104.01, Albemarle County, Virginia",510030104013,1185,0,29,77,33,26,33,0,18,34,0,1170,973,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,3,10401,3,139,111,197,15,212,0
"Block Group 1, Census Tract 104.02, Albemarle County, Virginia",510030104021,977,13,0,16,0,0,0,13,8,25,8,977,948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,3,10402,1,29,54,29,0,29,0
"Block Group 2, Census Tract 104.02, Albemarle County, Virginia",510030104022,979,0,5,12,0,88,0,10,81,0,0,946,722,33,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,3,10402,2,17,179,224,16,240,0
"Block Group 3, Census Tract 104.02, Albemarle County, Virginia",510030104023,1373,68,0,0,0,78,56,44,41,37,25,1373,1287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,3,10402,3,68,281,86,0,86,0
"Block Group 1, Census Tract 105.01, Albemarle County, Virginia",510030105011,1070,0,39,0,0,34,12,16,0,51,0,1038,961,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,3,10501,1,39,113,77,32,109,0
"Block Group 2, Census Tract 105.01, Albemarle County, Virginia",510030105012,1843,12,25,0,0,0,0,20,0,24,30,1813,1242,30,29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,3,10501,2,37,74,571,1,572,1
"Block Group 1, Census Tract 105.02, Albemarle County, Virginia",510030105021,888,0,0,0,26,14,13,0,39,16,13,888,732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,51,3,10502,1,26,95,156,0,156,40
"Block Group 2, Census Tract 105.02, Albemarle County, Virginia",510030105022,1337,30,0,0,0,44,0,47,66,27,144,1337,976,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,51,3,10502,2,30,328,361,0,361,26
"Block Group 3, Census Tract 105.02, Albemarle County, Virginia",510030105023,703,45,0,83,0,8,0,9,14,27,29,703,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,3,10502,3,128,87,282,0,282,0
"Block Group 1, Census Tract 106.02, Albemarle County, Virginia",510030106021,1698,92,68,27,33,29,33,36,65,11,18,1653,1496,45,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,3,10602,1,220,192,157,9,166,0
"Block Group 2, Census Tract 106.02, Albemarle County, Virginia",510030106022,1509,0,0,41,87,17,37,17,48,29,0,1411,1319,98,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,3,10602,2,128,148,92,20,112,0
"Block Group 3, Census Tract 106.02, Albemarle County, Virginia",510030106023,1444,8,234,49,42,14,0,0,19,60,15,1435,999,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,3,10602,3,333,108,436,0,436,0
"Block Group 1, Census Tract 106.03, Albemarle County, Virginia",510030106031,1768,12,19,0,114,13,24,106,63,254,194,1600,1389,168,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,3,10603,1,145,654,211,85,296,0
"Block Group 2, Census Tract 106.03, Albemarle County, Virginia",510030106032,739,0,117,0,0,7,0,8,0,0,15,739,669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,3,10603,2,117,30,70,0,70,0
"Block Group 1, Census Tract 106.04, Albemarle County, Virginia",510030106041,947,62,0,0,116,20,40,0,0,44,0,935,758,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,3,10604,1,178,104,177,0,177,0
"Block Group 2, Census Tract 106.04, Albemarle County, Virginia",510030106042,936,218,132,30,25,0,11,0,0,12,0,920,465,16,16,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,51,3,10604,2,405,23,455,0,455,10
"Block Group 3, Census Tract 106.04, Albemarle County, Virginia",510030106043,2452,0,0,0,0,19,0,61,33,29,16,2452,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,51,3,10604,3,0,158,444,0,444,66
"Block Group 1, Census Tract 107.01, Albemarle County, Virginia",510030107011,1704,96,213,46,64,17,0,0,15,0,0,1584,660,120,120,0,0,0,0,0,0,0,0,33,0,5,0,27,0,0,0,0,0,0,0,0,33,0,0,51,3,10701,1,419,32,924,0,924,98
"Block Group 2, Census Tract 107.01, Albemarle County, Virginia",510030107012,1018,31,10,0,3,12,37,4,8,41,25,999,632,19,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,51,3,10701,2,44,127,367,19,386,12
"Block Group 1, Census Tract 107.02, Albemarle County, Virginia",510030107021,835,28,0,0,15,4,69,0,18,38,37,772,655,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,3,10702,1,43,166,117,0,117,0
"Block Group 2, Census Tract 107.02, Albemarle County, Virginia",510030107022,1061,30,155,0,45,0,0,0,34,0,18,796,512,265,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,3,10702,2,230,52,284,123,407,0
"Block Group 3, Census Tract 107.02, Albemarle County, Virginia",510030107023,1174,0,156,0,39,0,0,16,0,0,0,1164,872,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,51,3,10702,3,195,16,292,10,302,20
"Block Group 1, Census Tract 108.01, Albemarle County, Virginia",510030108011,1243,0,127,0,30,0,0,0,0,0,0,946,533,297,120,0,0,0,0,0,0,0,0,54,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,3,10801,1,157,0,413,177,590,82
"Block Group 2, Census Tract 108.01, Albemarle County, Virginia",510030108012,1388,13,45,0,14,0,0,10,0,0,0,1148,573,240,4,0,0,0,0,0,0,0,0,27,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,3,10801,2,72,10,575,236,811,88
"Block Group 3, Census Tract 108.01, Albemarle County, Virginia",510030108013,773,0,0,0,43,43,38,120,24,93,87,773,687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,3,10801,3,43,405,86,0,86,0
"Block Group 1, Census Tract 108.02, Albemarle County, Virginia",510030108021,1115,52,0,0,82,0,12,27,0,44,0,1040,632,75,21,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,3,10802,1,134,83,408,54,462,23
"Block Group 2, Census Tract 108.02, Albemarle County, Virginia",510030108022,1467,10,269,120,47,25,0,0,11,12,0,1019,762,448,273,148,0,0,0,0,0,0,0,143,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,3,10802,2,446,48,257,175,432,411
"Block Group 1, Census Tract 109.01, Albemarle County, Virginia",510030109011,1070,301,43,10,41,5,11,39,19,30,62,1035,913,35,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,3,10901,1,395,166,122,8,130,0
"Block Group 2, Census Tract 109.01, Albemarle County, Virginia",510030109012,636,19,9,23,0,0,0,0,0,0,0,606,212,30,28,0,0,0,0,0,0,0,0,1,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,51,3,10901,2,51,0,394,2,396,41
"Block Group 1, Census Tract 109.04, Albemarle County, Virginia",510030109041,1890,0,0,0,0,0,0,0,0,0,0,1773,1159,117,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,3,10904,1,0,0,614,14,628,0
"Block Group 2, Census Tract 109.04, Albemarle County, Virginia",510030109042,4572,219,51,0,76,3,3,0,0,8,1,3991,2555,581,393,0,28,0,0,5,0,0,0,20,20,4,0,16,0,6,11,0,0,0,0,0,9,4,0,51,3,10904,2,346,15,1436,188,1624,123
"Block Group 3, Census Tract 109.04, Albemarle County, Virginia",510030109043,1216,36,0,0,0,0,0,0,0,0,0,1182,760,34,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,3,10904,3,36,0,422,7,429,0
"Block Group 1, Census Tract 110, Albemarle County, Virginia",510030110001,1244,17,0,0,0,85,16,0,14,0,0,1171,1171,73,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,3,11000,1,17,115,0,0,0,0
"Block Group 2, Census Tract 110, Albemarle County, Virginia",510030110002,870,15,37,2,29,45,15,0,77,45,0,682,675,188,187,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,3,11000,2,83,182,7,1,8,50
"Block Group 3, Census Tract 110, Albemarle County, Virginia",510030110003,1837,75,0,0,0,15,22,0,34,0,15,1810,1574,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,3,11000,3,75,86,236,0,236,0
"Block Group 4, Census Tract 110, Albemarle County, Virginia",510030110004,1527,40,0,84,0,33,58,0,34,14,0,1527,1355,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,51,3,11000,4,124,139,172,0,172,21
"Block Group 5, Census Tract 110, Albemarle County, Virginia",510030110005,1348,0,0,0,0,69,15,0,60,0,8,1333,1278,15,10,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,51,3,11000,5,0,152,55,5,60,7
"Block Group 1, Census Tract 111.01, Albemarle County, Virginia",510030111011,1307,98,0,0,31,65,15,23,14,19,43,1307,1221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,3,11101,1,129,179,86,0,86,0
"Block Group 2, Census Tract 111.01, Albemarle County, Virginia",510030111012,402,0,12,0,0,0,0,0,0,0,0,402,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,3,11101,2,12,0,0,0,0,0
"Block Group 3, Census Tract 111.01, Albemarle County, Virginia",510030111013,172,0,0,60,0,8,0,0,0,0,0,172,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,3,11101,3,60,8,0,0,0,0
"Block Group 1, Census Tract 111.02, Albemarle County, Virginia",510030111021,1593,61,17,13,22,0,0,11,11,0,0,1567,1550,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,3,11102,1,113,22,17,0,17,0
"Block Group 2, Census Tract 111.02, Albemarle County, Virginia",510030111022,1299,67,0,0,163,0,12,0,31,0,0,1299,1073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,3,11102,2,230,43,226,0,226,0
"Block Group 1, Census Tract 111.03, Albemarle County, Virginia",510030111031,971,0,0,0,0,17,16,0,16,14,0,958,842,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,3,11103,1,0,63,116,0,116,0
"Block Group 2, Census Tract 111.03, Albemarle County, Virginia",510030111032,503,93,80,0,9,17,0,9,15,0,52,503,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,3,11103,2,182,93,28,0,28,0
"Block Group 3, Census Tract 111.03, Albemarle County, Virginia",510030111033,830,1,3,3,0,0,0,0,0,0,0,802,755,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,3,11103,3,7,0,47,0,47,0
"Block Group 4, Census Tract 111.03, Albemarle County, Virginia",510030111034,611,0,0,0,0,14,0,0,0,0,0,611,605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,3,11103,4,0,14,6,0,6,0
"Block Group 5, Census Tract 111.03, Albemarle County, Virginia",510030111035,858,0,0,16,0,0,0,40,12,0,52,828,765,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,3,11103,5,16,104,63,30,93,0
"Block Group 1, Census Tract 112.01, Albemarle County, Virginia",510030112011,986,0,40,158,61,20,0,0,10,0,0,854,728,132,116,0,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,3,11201,1,259,30,126,16,142,26
"Block Group 2, Census Tract 112.01, Albemarle County, Virginia",510030112012,1438,45,88,187,21,21,9,0,31,12,0,1438,1408,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,3,11201,2,341,73,30,0,30,10
"Block Group 3, Census Tract 112.01, Albemarle County, Virginia",510030112013,1714,20,15,47,181,28,9,0,31,0,0,1623,1509,91,79,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,3,11201,3,263,68,114,12,126,12
"Block Group 1, Census Tract 112.02, Albemarle County, Virginia",510030112021,718,0,0,0,0,0,14,0,0,0,0,702,549,16,16,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,3,11202,1,0,14,153,0,153,49
