NAME,GEO_ID,B01003_001E,C17002_002E,C17002_003E,C17002_004E,C17002_005E,B01001_023E,B01001_024E,B01001_025E,B01001_047E,B01001_048E,B01001_049E,B03002_002E,B03002_003E,B03002_012E,B03002_013E,B16004_007E,B16004_008E,B16004_012E,B16004_013E,B16004_017E,B16004_018E,B16004_022E,B16004_023E,B16004_029E,B16004_030E,B16004_034E,B16004_035E,B16004_039E,B16004_040E,B16004_044E,B16004_045E,B16004_051E,B16004_052E,B16004_056E,B16004_057E,B16004_061E,B16004_062E,B16004_066E,B16004_067E,state,county,tract,block group,poverty_ratio_sum,over_75_sum,total_minority_non_hispanic,total_minority_hispanic,total_minority,do_not_speak_english_very_well
"Block Group 2, Census Tract 207.01, Franklin County, Virginia",510670207012,915,263,23,0,29,15,21,18,16,22,8,901,877,14,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,67,20701,2,315,100,24,4,28,0
"Block Group 1, Census Tract 207.02, Franklin County, Virginia",510670207021,1738,242,105,163,249,0,0,0,0,0,34,1738,1725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,51,67,20702,1,759,34,13,0,13,17
"Block Group 2, Census Tract 207.02, Franklin County, Virginia",510670207022,882,53,84,15,0,23,28,66,0,15,17,882,844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,67,20702,2,152,149,38,0,38,0
"Block Group 1, Census Tract 208.01, Franklin County, Virginia",510670208011,989,16,81,67,0,16,0,0,17,16,0,952,841,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,67,20801,1,164,49,111,0,111,0
"Block Group 2, Census Tract 208.01, Franklin County, Virginia",510670208012,1790,74,43,41,0,48,13,10,3,27,15,1790,1102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,67,20801,2,158,116,688,0,688,0
"Block Group 3, Census Tract 208.01, Franklin County, Virginia",510670208013,1081,0,387,65,24,14,32,30,0,74,30,1019,834,62,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,67,20801,3,476,180,185,41,226,0
"Block Group 1, Census Tract 208.02, Franklin County, Virginia",510670208021,1295,52,71,60,0,28,0,8,14,73,33,1295,1229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,67,20802,1,183,156,66,0,66,0
"Block Group 2, Census Tract 208.02, Franklin County, Virginia",510670208022,1614,91,67,13,25,11,62,11,42,162,62,1549,1209,65,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,67,20802,2,196,350,340,42,382,0
"Block Group 1, Census Tract 209.01, Franklin County, Virginia",510670209011,1309,69,145,179,47,0,74,0,16,0,0,1309,1124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,67,20901,1,440,90,185,0,185,0
"Block Group 2, Census Tract 209.01, Franklin County, Virginia",510670209012,2128,424,63,97,90,27,0,0,18,17,0,1860,1334,268,151,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,67,20901,2,674,62,526,117,643,60
"Block Group 1, Census Tract 209.02, Franklin County, Virginia",510670209021,706,86,14,28,29,83,0,0,0,16,0,677,580,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,67,20902,1,157,99,97,0,97,0
"Block Group 2, Census Tract 209.02, Franklin County, Virginia",510670209022,923,11,0,0,0,0,11,39,43,0,45,901,802,22,22,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,51,67,20902,2,11,138,99,0,99,17
"Block Group 3, Census Tract 209.02, Franklin County, Virginia",510670209023,1342,6,298,96,18,19,0,0,20,32,0,1342,1166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,67,20902,3,418,71,176,0,176,0
"Block Group 1, Census Tract 501, Frederick County, Virginia",510690501001,1685,129,18,64,33,0,0,12,0,0,0,1656,1596,29,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,69,50100,1,244,12,60,29,89,15
"Block Group 2, Census Tract 501, Frederick County, Virginia",510690501002,1427,38,23,100,0,7,0,0,0,0,16,1415,1415,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,69,50100,2,161,23,0,12,12,0
"Block Group 3, Census Tract 501, Frederick County, Virginia",510690501003,821,5,0,44,0,20,9,0,0,35,8,793,773,28,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,69,50100,3,49,72,20,5,25,0
"Block Group 4, Census Tract 501, Frederick County, Virginia",510690501004,2966,111,16,16,35,57,16,31,92,31,0,2787,2235,179,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,51,69,50100,4,178,227,552,89,641,11
"Block Group 1, Census Tract 502, Frederick County, Virginia",510690502001,1647,0,23,182,82,22,39,0,55,0,0,1420,1364,227,89,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,69,50200,1,287,116,56,138,194,14
"Block Group 2, Census Tract 502, Frederick County, Virginia",510690502002,942,16,10,0,26,57,28,8,123,7,14,942,924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,69,50200,2,52,237,18,0,18,0
"Block Group 3, Census Tract 502, Frederick County, Virginia",510690502003,1405,30,0,70,61,28,18,10,21,8,46,1353,1257,52,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,69,50200,3,161,131,96,6,102,0
"Block Group 1, Census Tract 503, Frederick County, Virginia",510690503001,1943,0,92,66,56,39,38,23,44,0,34,1874,1852,69,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,69,50300,1,214,178,22,0,22,0
"Block Group 2, Census Tract 503, Frederick County, Virginia",510690503002,1101,19,0,0,0,20,19,0,16,14,0,1101,1095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,69,50300,2,19,69,6,0,6,0
"Block Group 3, Census Tract 503, Frederick County, Virginia",510690503003,1029,0,52,4,0,0,0,27,0,13,15,1029,1027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,69,50300,3,56,55,2,0,2,0
"Block Group 4, Census Tract 503, Frederick County, Virginia",510690503004,2139,55,0,0,16,76,0,0,70,16,0,2135,2040,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,69,50300,4,71,162,95,0,95,0
"Block Group 1, Census Tract 504.01, Frederick County, Virginia",510690504011,397,13,0,18,19,0,0,0,0,0,0,342,342,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,69,50401,1,50,0,0,0,0,0
"Block Group 2, Census Tract 504.01, Frederick County, Virginia",510690504012,2320,59,42,20,104,10,58,19,0,61,0,2320,2168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,69,50401,2,225,148,152,0,152,0
"Block Group 3, Census Tract 504.01, Frederick County, Virginia",510690504013,1804,0,35,41,36,22,23,0,0,0,64,1662,1553,142,142,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,69,50401,3,112,109,109,0,109,58
"Block Group 1, Census Tract 504.02, Frederick County, Virginia",510690504021,2044,232,20,0,0,30,0,43,84,0,0,2031,1824,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,69,50402,1,252,157,207,0,207,0
"Block Group 2, Census Tract 504.02, Frederick County, Virginia",510690504022,614,64,0,24,178,0,0,0,12,0,0,614,611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,69,50402,2,266,12,3,0,3,0
"Block Group 1, Census Tract 505, Frederick County, Virginia",510690505001,791,11,3,1,0,0,18,0,26,0,0,791,789,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,69,50500,1,15,44,2,0,2,75
"Block Group 2, Census Tract 505, Frederick County, Virginia",510690505002,784,19,0,0,0,0,0,0,0,0,15,784,773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,69,50500,2,19,15,11,0,11,0
"Block Group 3, Census Tract 505, Frederick County, Virginia",510690505003,1020,0,0,98,58,23,58,116,53,107,289,1006,942,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,69,50500,3,156,646,64,0,64,0
"Block Group 4, Census Tract 505, Frederick County, Virginia",510690505004,1086,57,30,11,0,22,0,0,11,33,73,1009,957,77,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,69,50500,4,98,139,52,77,129,37
"Block Group 5, Census Tract 505, Frederick County, Virginia",510690505005,1529,15,0,37,0,19,14,12,0,29,0,1242,1168,287,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,69,50500,5,52,74,74,244,318,0
"Block Group 1, Census Tract 506, Frederick County, Virginia",510690506001,1493,10,65,14,29,8,66,0,26,0,0,1464,1424,29,23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,69,50600,1,118,100,40,6,46,1
"Block Group 2, Census Tract 506, Frederick County, Virginia",510690506002,2033,35,15,144,3,27,17,8,18,14,0,1701,1554,332,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,69,50600,2,197,84,147,272,419,0
"Block Group 3, Census Tract 506, Frederick County, Virginia",510690506003,1449,122,62,32,64,10,5,0,15,9,9,1338,1084,111,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,69,50600,3,280,48,254,12,266,0
"Block Group 1, Census Tract 507, Frederick County, Virginia",510690507001,1989,92,162,65,49,46,12,5,25,8,7,1813,1687,176,65,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,69,50700,1,368,103,126,111,237,3
"Block Group 2, Census Tract 507, Frederick County, Virginia",510690507002,1075,33,53,123,26,0,11,0,27,35,30,1049,1022,26,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,69,50700,2,235,103,27,16,43,0
"Block Group 1, Census Tract 508.01, Frederick County, Virginia",510690508011,1469,35,101,0,13,43,13,38,43,39,16,1354,1205,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,69,50801,1,149,192,149,115,264,0
"Block Group 2, Census Tract 508.01, Frederick County, Virginia",510690508012,1961,174,92,20,0,79,8,5,59,39,24,1673,1503,288,271,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,51,69,50801,2,286,214,170,17,187,90
"Block Group 3, Census Tract 508.01, Frederick County, Virginia",510690508013,2458,0,76,26,0,9,0,0,10,23,28,2377,1864,81,47,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,9,0,16,0,0,0,0,0,51,69,50801,3,102,70,513,34,547,32
"Block Group 1, Census Tract 508.04, Frederick County, Virginia",510690508041,3656,16,8,37,769,72,14,9,50,25,24,2822,2645,834,601,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,69,50804,1,830,194,177,233,410,142
"Block Group 2, Census Tract 508.04, Frederick County, Virginia",510690508042,1609,30,125,183,52,35,0,24,9,11,28,1491,1287,118,75,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,69,50804,2,390,107,204,43,247,9
"Block Group 1, Census Tract 508.05, Frederick County, Virginia",510690508051,466,21,25,0,0,0,30,0,0,56,0,457,455,9,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,69,50805,1,46,86,2,0,2,1
"Block Group 2, Census Tract 508.05, Frederick County, Virginia",510690508052,2289,0,0,0,0,58,0,0,24,0,0,2180,1869,109,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,69,50805,2,0,82,311,93,404,0
"Block Group 1, Census Tract 508.06, Frederick County, Virginia",510690508061,2245,17,0,0,0,58,0,0,0,0,0,2068,1830,177,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,69,50806,1,17,58,238,22,260,0
"Block Group 2, Census Tract 508.06, Frederick County, Virginia",510690508062,1776,129,13,53,0,26,25,0,36,0,0,1776,1596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,69,50806,2,195,87,180,0,180,0
"Block Group 1, Census Tract 508.07, Frederick County, Virginia",510690508071,1009,63,94,0,0,0,0,0,0,0,0,1009,921,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,69,50807,1,157,0,88,0,88,12
"Block Group 2, Census Tract 508.07, Frederick County, Virginia",510690508072,1217,75,18,282,0,8,0,8,0,7,0,771,742,446,163,0,0,0,0,0,0,0,0,99,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,69,50807,2,375,23,29,283,312,170
"Block Group 3, Census Tract 508.07, Frederick County, Virginia",510690508073,1213,37,86,51,0,0,0,0,0,0,0,1174,1086,39,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,69,50807,3,174,0,88,11,99,0
"Block Group 1, Census Tract 509, Frederick County, Virginia",510690509001,3021,81,371,153,180,121,5,0,20,71,34,2622,2019,399,217,17,0,0,0,0,0,0,0,74,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,51,69,50900,1,785,251,603,182,785,108
"Block Group 2, Census Tract 509, Frederick County, Virginia",510690509002,1967,13,76,59,60,49,32,56,113,62,55,1944,1716,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,69,50900,2,208,367,228,23,251,0
"Block Group 1, Census Tract 510.01, Frederick County, Virginia",510690510011,961,88,49,0,130,0,0,6,29,0,7,961,759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,51,69,51001,1,267,42,202,0,202,13
"Block Group 2, Census Tract 510.01, Frederick County, Virginia",510690510012,2311,21,26,0,0,19,0,0,15,14,63,2293,2112,18,18,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,51,69,51001,2,47,111,181,0,181,30
"Block Group 3, Census Tract 510.01, Frederick County, Virginia",510690510013,848,0,45,0,0,0,0,0,14,0,0,736,674,112,112,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,69,51001,3,45,14,62,0,62,59
"Block Group 1, Census Tract 510.02, Frederick County, Virginia",510690510021,947,0,186,0,0,14,16,0,13,0,0,531,531,416,230,30,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,35,42,0,0,0,0,0,0,51,69,51002,1,186,43,0,186,186,245
"Block Group 2, Census Tract 510.02, Frederick County, Virginia",510690510022,2470,311,308,0,0,0,0,14,0,13,0,2037,1701,433,352,0,0,0,0,0,0,0,0,12,38,0,0,16,0,0,0,0,0,0,0,0,0,0,0,51,69,51002,2,619,27,336,81,417,66
"Block Group 3, Census Tract 510.02, Frederick County, Virginia",510690510023,1846,45,85,4,235,74,38,0,72,28,0,1551,1460,295,295,0,0,0,0,0,0,0,0,81,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,51,69,51002,3,369,212,91,0,91,95
"Block Group 4, Census Tract 510.02, Frederick County, Virginia",510690510024,992,0,11,15,0,15,0,0,0,0,11,992,729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,69,51002,4,26,26,263,0,263,0
"Block Group 1, Census Tract 511.02, Frederick County, Virginia",510690511021,2193,134,117,139,13,145,0,134,89,38,0,1348,1327,845,779,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,40,10,0,0,0,0,0,0,51,69,51102,1,403,406,21,66,87,129
"Block Group 2, Census Tract 511.02, Frederick County, Virginia",510690511022,3311,400,10,0,18,0,0,0,13,15,42,2123,1519,1188,495,41,0,0,0,0,0,0,0,223,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,69,51102,2,428,70,604,693,1297,363
"Block Group 3, Census Tract 511.02, Frederick County, Virginia",510690511023,1129,62,0,0,11,0,0,5,31,0,11,1023,965,106,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,51,69,51102,3,73,47,58,0,58,20
"Block Group 4, Census Tract 511.02, Frederick County, Virginia",510690511024,1270,0,79,108,84,6,65,44,55,11,200,1238,1096,32,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,69,51102,4,271,381,142,11,153,0
"Block Group 1, Census Tract 511.03, Frederick County, Virginia",510690511031,2847,0,41,118,37,19,0,0,0,0,15,2670,2135,177,110,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,69,51103,1,196,34,535,67,602,15
"Block Group 2, Census Tract 511.03, Frederick County, Virginia",510690511032,1711,36,55,0,216,0,0,12,36,0,24,1509,1429,202,186,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,69,51103,2,307,72,80,16,96,44
"Block Group 1, Census Tract 511.04, Frederick County, Virginia",510690511041,717,38,28,0,0,0,40,0,23,13,30,717,717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,69,51104,1,66,106,0,0,0,0
"Block Group 2, Census Tract 511.04, Frederick County, Virginia",510690511042,2845,134,0,0,57,1,1,9,19,3,0,2573,2514,272,242,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,69,51104,2,191,33,59,30,89,64
"Block Group 1, Census Tract 9301, Giles County, Virginia",510719301001,1056,43,61,42,63,20,3,5,28,13,0,1055,1055,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,71,930100,1,209,69,0,0,0,0
"Block Group 2, Census Tract 9301, Giles County, Virginia",510719301002,1135,18,8,0,4,43,4,29,0,4,16,1065,1012,70,70,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,71,930100,2,30,96,53,0,53,10
"Block Group 1, Census Tract 9302, Giles County, Virginia",510719302001,1061,57,0,34,0,12,0,0,0,0,18,1060,989,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,71,930200,1,91,30,71,1,72,0
"Block Group 2, Census Tract 9302, Giles County, Virginia",510719302002,1000,75,65,75,18,28,0,0,38,25,0,962,802,38,3,0,0,0,0,0,0,0,0,27,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,71,930200,2,233,91,160,35,195,51
"Block Group 3, Census Tract 9302, Giles County, Virginia",510719302003,1424,161,54,70,40,27,8,15,41,12,16,1424,1394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,71,930200,3,325,119,30,0,30,0
"Block Group 1, Census Tract 9303, Giles County, Virginia",510719303001,1316,158,221,15,39,4,8,32,12,5,3,1316,1271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,71,930300,1,433,64,45,0,45,0
"Block Group 2, Census Tract 9303, Giles County, Virginia",510719303002,1141,97,0,23,143,42,0,0,0,0,28,1141,1044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,71,930300,2,263,70,97,0,97,0
"Block Group 3, Census Tract 9303, Giles County, Virginia",510719303003,476,86,0,0,71,0,33,13,23,32,0,476,431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,71,930300,3,157,101,45,0,45,0
"Block Group 4, Census Tract 9303, Giles County, Virginia",510719303004,1055,40,95,12,311,39,15,4,0,0,22,998,967,57,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,71,930300,4,458,80,31,2,33,0
"Block Group 5, Census Tract 9303, Giles County, Virginia",510719303005,585,19,1,12,120,0,31,18,59,12,22,585,567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,71,930300,5,152,142,18,0,18,0
"Block Group 6, Census Tract 9303, Giles County, Virginia",510719303006,1061,40,13,4,4,17,13,10,21,0,17,1060,1056,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,71,930300,6,61,78,4,0,4,0
"Block Group 1, Census Tract 9304, Giles County, Virginia",510719304001,1491,0,58,0,123,56,15,14,33,32,62,1480,1480,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,71,930400,1,181,212,0,0,0,0
"Block Group 2, Census Tract 9304, Giles County, Virginia",510719304002,1024,20,70,16,133,30,0,0,0,29,0,981,933,43,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,71,930400,2,239,59,48,43,91,16
"Block Group 3, Census Tract 9304, Giles County, Virginia",510719304003,2097,78,74,336,4,17,10,0,41,39,127,2031,2027,66,66,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,71,930400,3,492,234,4,0,4,32
"Block Group 4, Census Tract 9304, Giles County, Virginia",510719304004,842,17,72,66,0,8,0,0,12,0,4,823,792,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,71,930400,4,155,24,31,0,31,0
"Block Group 1, Census Tract 1001.01, Gloucester County, Virginia",510731001011,1147,0,28,0,0,0,13,0,0,11,0,1107,1022,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,73,100101,1,28,24,85,0,85,0
"Block Group 2, Census Tract 1001.01, Gloucester County, Virginia",510731001012,1728,41,0,0,114,29,0,0,0,0,83,1714,1649,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,73,100101,2,155,112,65,14,79,0
"Block Group 1, Census Tract 1001.02, Gloucester County, Virginia",510731001021,2485,27,29,0,74,40,14,17,31,0,15,2347,1652,138,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,73,100102,1,130,117,695,44,739,0
"Block Group 2, Census Tract 1001.02, Gloucester County, Virginia",510731001022,1844,81,25,21,23,57,23,22,56,68,0,1844,1592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,73,100102,2,150,226,252,0,252,0
"Block Group 1, Census Tract 1002.01, Gloucester County, Virginia",510731002011,1408,20,84,0,20,0,12,10,0,7,0,1408,1054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,73,100201,1,124,29,354,0,354,0
"Block Group 2, Census Tract 1002.01, Gloucester County, Virginia",510731002012,2673,323,9,0,0,43,37,0,27,13,0,2561,2073,112,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,73,100201,2,332,120,488,0,488,0
"Block Group 3, Census Tract 1002.01, Gloucester County, Virginia",510731002013,1303,96,35,0,24,0,0,0,21,24,0,1247,1106,56,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,73,100201,3,155,45,141,0,141,0
"Block Group 1, Census Tract 1002.02, Gloucester County, Virginia",510731002021,2087,69,0,12,0,12,62,5,66,0,161,2020,1572,67,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,73,100202,1,81,306,448,44,492,0
"Block Group 2, Census Tract 1002.02, Gloucester County, Virginia",510731002022,2842,80,38,13,109,13,59,23,30,49,40,2574,2452,268,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,73,100202,2,240,214,122,0,122,0
"Block Group 1, Census Tract 1002.03, Gloucester County, Virginia",510731002031,900,27,36,0,0,41,26,53,28,22,109,900,809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,73,100203,1,63,279,91,0,91,0
"Block Group 2, Census Tract 1002.03, Gloucester County, Virginia",510731002032,1006,35,7,14,34,27,0,0,6,0,0,1006,972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,73,100203,2,90,33,34,0,34,0
"Block Group 3, Census Tract 1002.03, Gloucester County, Virginia",510731002033,892,51,42,31,70,0,14,24,38,17,8,824,682,68,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,73,100203,3,194,101,142,37,179,0
"Block Group 4, Census Tract 1002.03, Gloucester County, Virginia",510731002034,862,20,119,37,0,0,39,0,0,49,24,862,601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,73,100203,4,176,112,261,0,261,0
"Block Group 1, Census Tract 1003.01, Gloucester County, Virginia",510731003011,961,162,7,0,14,15,0,0,50,0,7,961,927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,73,100301,1,183,72,34,0,34,0
"Block Group 2, Census Tract 1003.01, Gloucester County, Virginia",510731003012,1826,244,54,0,35,18,0,0,51,15,0,1705,1521,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,73,100301,2,333,84,184,121,305,0
"Block Group 3, Census Tract 1003.01, Gloucester County, Virginia",510731003013,984,21,59,0,0,15,8,0,61,10,0,984,781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,73,100301,3,80,94,203,0,203,0
"Block Group 4, Census Tract 1003.01, Gloucester County, Virginia",510731003014,1825,45,119,176,30,15,0,0,25,16,0,1825,1557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,73,100301,4,370,56,268,0,268,0
"Block Group 1, Census Tract 1003.02, Gloucester County, Virginia",510731003021,2294,9,184,99,136,0,31,0,30,23,0,1880,1488,414,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,73,100302,1,428,84,392,387,779,0
